system,intent_id,rep,complexity,ue_band,scenario,deployment_time_s,config_error_rate,resource_accuracy,interventions,intent_to_deploy_accuracy,policy_violation_rate,error
b2,S03,4,simple,50,steady,3725.81,0.0,0.0,18,0,0.0,
b2,S04,0,simple,50,steady,4188.9,0.0,0.0,15,0,0.0,
b2,S04,1,simple,50,steady,4153.02,0.0,0.0,14,0,0.0,
b2,S04,2,simple,50,steady,3797.44,0.0,0.0,21,0,0.2,
b2,S04,3,simple,50,steady,3611.42,0.0,0.0,17,0,0.0,
b2,S04,4,simple,50,steady,4316.82,0.0,0.0,16,0,0.0,
b2,S05,0,simple,200,steady,3790.58,0.0,0.0,19,0,0.0,
b2,S05,1,simple,200,steady,3970.12,0.0,0.0,19,0,0.0,
b2,S05,2,simple,200,steady,4386.62,0.0,0.0,18,0,0.2,
b2,S05,3,simple,200,steady,3808.39,0.0,0.0,15,0,0.0,
b2,S05,4,simple,200,steady,4128.59,0.0,0.0,19,0,0.2,
b2,S06,0,simple,50,steady,3469.73,0.0,0.0,17,0,0.0,
b2,S06,1,simple,50,steady,3503.44,0.0,0.0,14,0,0.0,
b2,S06,2,simple,50,steady,3927.13,0.0,0.0,14,0,0.0,
b2,S06,3,simple,50,steady,3903.43,0.0,0.0,20,0,0.0,
b2,S06,4,simple,50,steady,3960.7,0.0,0.0,16,0,0.0,
b2,N01,0,simple,500,steady,3623.92,0.0,0.2515,20,0,0.0,
b2,N01,1,simple,500,steady,3743.73,0.0,0.2515,19,0,0.0,
b2,N01,2,simple,500,steady,3872.7,0.0,0.2515,16,0,0.0,
b2,N01,3,simple,500,steady,3742.95,0.0,0.2515,15,0,0.0,
b2,N01,4,simple,500,steady,3732.98,0.0,0.2515,14,0,0.0,
b2,M01,0,medium,500,steady,3935.18,0.0,0.2649,16,0,0.2,
b2,M01,1,medium,500,steady,4116.01,0.0,0.2649,16,0,0.0,
b2,M01,2,medium,500,steady,4141.17,0.0,0.2649,20,0,0.0,
b2,M01,3,medium,500,steady,4078.5,0.0,0.2649,19,0,0.0,
b2,M01,4,medium,500,steady,3800.94,0.0,0.2649,19,0,0.0,
b2,M02,0,medium,200,steady,3842.35,0.0,0.0856,17,0,0.0,
b2,M02,1,medium,200,steady,4080.18,0.0,0.0856,16,0,0.0,
b2,M02,2,medium,200,steady,3956.76,0.0,0.0856,17,0,0.0,
b2,M02,3,medium,200,steady,4212.65,0.0,0.0856,15,0,0.0,
b2,M02,4,medium,200,steady,3725.15,0.0,0.0856,19,0,0.0,
b2,M03,0,medium,500,fault-HA,3599.87,0.0,0.7694,15,0,0.0,
b2,M03,1,medium,500,fault-HA,4402.03,0.0,0.7694,19,0,0.0,
b2,M03,2,medium,500,fault-HA,4181.96,0.0,0.7694,17,0,0.0,
b2,M03,3,medium,500,fault-HA,4255.44,0.0,0.7694,18,0,0.0,
b2,M03,4,medium,500,fault-HA,3727.14,0.0,0.7694,20,0,0.0,
b2,M04,0,medium,500,steady,4091.27,0.0,0.6523,16,0,0.0,
b2,M04,1,medium,500,steady,3422.26,0.0,0.6523,17,0,0.0,
b2,M04,2,medium,500,steady,3835.51,0.0,0.6523,21,0,0.0,
b2,M04,3,medium,500,steady,3508.59,0.0,0.6523,17,0,0.0,
b2,M04,4,medium,500,steady,3879.63,0.0,0.6523,17,0,0.2,
b2,M05,0,medium,500,steady,4273.1,0.0,0.4939,18,0,0.0,
b2,M05,1,medium,500,steady,3742.74,0.0,0.4939,18,0,0.0,
b2,M05,2,medium,500,steady,3739.03,0.0,0.4939,19,0,0.0,
b2,M05,3,medium,500,steady,4230.57,0.0,0.4939,15,0,0.0,
b2,M05,4,medium,500,steady,3859.84,0.0,0.4939,18,0,0.0,
b2,M06,0,medium,200,fault-HA,4076.03,0.0,0.4991,19,0,0.0,
b2,M06,1,medium,200,fault-HA,3489.65,0.0,0.4991,18,0,0.0,
b2,M06,2,medium,200,fault-HA,3742.85,0.0,0.4991,14,0,0.0,
b2,M06,3,medium,200,fault-HA,3991.75,0.0,0.4991,18,0,0.0,
b2,M06,4,medium,200,fault-HA,3476.68,0.0,0.4991,18,0,0.0,
b2,M07,0,medium,200,steady,4114.98,0.0,0.0,15,0,0.0,
b2,M07,1,medium,200,steady,3958.88,0.0,0.0,19,0,0.0,
b2,M07,2,medium,200,steady,4027.48,0.0,0.0,18,0,0.0,
b2,M07,3,medium,200,steady,4203.97,0.0,0.0,18,0,0.0,
b2,M07,4,medium,200,steady,4324.73,0.0,0.0,15,0,0.0,
b2,M08,0,medium,500,bursty-headroom,3923.73,0.0,0.3913,16,0,0.0,
b2,M08,1,medium,500,bursty-headroom,3909.71,0.0,0.3913,17,0,0.0,
b2,M08,2,medium,500,bursty-headroom,3906.3,0.0,0.3913,17,0,0.0,
b2,M08,3,medium,500,bursty-headroom,4107.67,0.0,0.3913,19,0,0.2,
b2,M08,4,medium,500,bursty-headroom,4238.72,0.0,0.3913,15,0,0.0,
b2,M09,0,medium,200,steady,3977.47,0.0,0.0,19,0,0.0,
b2,M09,1,medium,200,steady,4001.5,0.0,0.0,17,0,0.0,
b2,M09,2,medium,200,steady,4042.02,0.0,0.0,16,0,0.0,
b2,M09,3,medium,200,steady,3931.9,0.0,0.0,18,0,0.0,
b2,M09,4,medium,200,steady,3998.17,0.0,0.0,14,0,0.0,
b2,M10,0,medium,200,steady,3878.49,0.0,0.0878,15,0,0.0,
b2,M10,1,medium,200,steady,3967.18,0.0,0.0878,18,0,0.0,
b2,M10,2,medium,200,steady,3869.25,0.0,0.0878,19,0,0.0,
b2,M10,3,medium,200,steady,3970.24,0.0,0.0878,17,0,0.0,
b2,M10,4,medium,200,steady,4307.7,0.0,0.0878,14,0,0.0,
b2,N02,0,medium,50,steady,3709.47,0.0,0.0,18,0,0.0,
b2,N02,1,medium,50,steady,4081.93,0.0,0.0,20,0,0.0,
b2,N02,2,medium,50,steady,4155.79,0.0,0.0,20,0,0.0,
b2,N02,3,medium,50,steady,3748.59,0.0,0.0,20,0,0.0,
b2,N02,4,medium,50,steady,4136.29,0.0,0.0,16,0,0.0,
b2,N03,0,medium,200,bursty-headroom,3826.14,0.0,0.0,19,0,0.0,
b2,N03,1,medium,200,bursty-headroom,4371.02,0.0,0.0,18,0,0.0,
b2,N03,2,medium,200,bursty-headroom,3677.89,0.0,0.0,17,0,0.0,
b2,N03,3,medium,200,bursty-headroom,3522.41,0.0,0.0,16,0,0.0,
b2,N03,4,medium,200,bursty-headroom,3919.31,0.0,0.0,21,0,0.0,
b2,N04,0,medium,500,sinusoidal-autoscale,3903.34,0.0,0.2515,15,0,0.0,
b2,N04,1,medium,500,sinusoidal-autoscale,3949.41,0.0,0.2515,17,0,0.0,
b2,N04,2,medium,500,sinusoidal-autoscale,3690.22,0.0,0.2515,16,0,0.0,
b2,N04,3,medium,500,sinusoidal-autoscale,4241.96,0.0,0.2515,20,0,0.0,
b2,N04,4,medium,500,sinusoidal-autoscale,4674.2,0.0,0.2515,17,0,0.0,
b2,N05,0,medium,200,sinusoidal-autoscale,4016.4,0.0,0.0,16,0,0.0,
b2,N05,1,medium,200,sinusoidal-autoscale,3550.72,0.0,0.0,15,0,0.0,
b2,N05,2,medium,200,sinusoidal-autoscale,4028.34,0.0,0.0,20,0,0.0,
b2,N05,3,medium,200,sinusoidal-autoscale,3971.29,0.0,0.0,17,0,0.0,
b2,N05,4,medium,200,sinusoidal-autoscale,4252.6,0.0,0.0,19,0,0.0,
b2,N06,0,medium,50,fault-HA,4124.8,0.0,0.4411,18,0,0.2,
b2,N06,1,medium,50,fault-HA,4054.14,0.0,0.4411,18,0,0.0,
b2,N06,2,medium,50,fault-HA,3663.45,0.0,0.4411,18,0,0.0,
b2,N06,3,medium,50,fault-HA,3925.13,0.0,0.4411,18,0,0.0,
b2,N06,4,medium,50,fault-HA,3628.86,0.0,0.4411,18,0,0.0,
b2,N07,0,medium,500,bursty-headroom,4122.93,0.0,0.2515,14,0,0.0,
b2,N07,1,medium,500,bursty-headroom,4093.35,0.0,0.2515,17,0,0.0,
b2,N07,2,medium,500,bursty-headroom,4157.21,0.0,0.2515,19,0,0.0,
b2,N07,3,medium,500,bursty-headroom,3816.0,0.0,0.2515,19,0,0.0,
b2,N07,4,medium,500,bursty-headroom,4292.3,0.0,0.2515,20,0,0.0,
b2,N08,0,medium,200,fault-HA,4208.0,0.0,0.5506,18,0,0.0,
b2,N08,1,medium,200,fault-HA,3837.75,0.0,0.5506,17,0,0.0,
b2,N08,2,medium,200,fault-HA,4471.43,0.0,0.5506,19,0,0.2,
b2,N08,3,medium,200,fault-HA,3956.4,0.0,0.5506,17,0,0.0,
b2,N08,4,medium,200,fault-HA,4122.94,0.0,0.5506,12,0,0.0,
b2,C01,0,complex,500,fault-HA,3815.75,0.0,0.7269,19,0,0.0,
b2,C01,1,complex,500,fault-HA,3998.5,0.0,0.7269,16,0,0.0,
b2,C01,2,complex,500,fault-HA,4102.21,0.0,0.7269,18,0,0.0,
b2,C01,3,complex,500,fault-HA,3806.54,0.0,0.7269,18,0,0.0,
b2,C01,4,complex,500,fault-HA,4084.99,0.0,0.7269,18,0,0.0,
b2,C02,0,complex,500,steady,4080.84,0.0,0.4865,20,0,0.0,
b2,C02,1,complex,500,steady,4034.75,0.0,0.4865,18,0,0.0,
b2,C02,2,complex,500,steady,3816.08,0.0,0.4865,15,0,0.0,
b2,C02,3,complex,500,steady,4223.05,0.0,0.4865,16,0,0.2,
b2,C02,4,complex,500,steady,3832.51,0.0,0.4865,16,0,0.0,
b2,C03,0,complex,200,fault-HA,4020.13,0.0,0.6072,20,0,0.0,
b2,C03,1,complex,200,fault-HA,4058.68,0.0,0.6072,21,0,0.0,
b2,C03,2,complex,200,fault-HA,3915.31,0.0,0.6072,16,0,0.0,
b2,C03,3,complex,200,fault-HA,3550.76,0.0,0.6072,18,0,0.0,
b2,C03,4,complex,200,fault-HA,3758.02,0.0,0.6072,12,0,0.0,
b2,C04,0,complex,200,steady,4172.27,0.0,0.0,20,0,0.0,
b2,C04,1,complex,200,steady,3446.47,0.0,0.0,17,0,0.0,
b2,C04,2,complex,200,steady,3686.61,0.0,0.0,19,0,0.0,
b2,C04,3,complex,200,steady,3894.99,0.0,0.0,21,0,0.0,
b2,C04,4,complex,200,steady,3952.87,0.0,0.0,14,0,0.0,
b2,C05,0,complex,500,bursty-headroom,3769.12,0.0,0.3109,19,0,0.0,
b2,C05,1,complex,500,bursty-headroom,4109.89,0.0,0.3109,16,0,0.0,
b2,C05,2,complex,500,bursty-headroom,3901.37,0.0,0.3109,18,0,0.0,
b2,C05,3,complex,500,bursty-headroom,4377.02,0.0,0.3109,17,0,0.0,
b2,C05,4,complex,500,bursty-headroom,4241.55,0.0,0.3109,20,0,0.0,
b2,C06,0,complex,500,steady,4287.13,0.0,0.5979,17,0,0.0,
b2,C06,1,complex,500,steady,3950.77,0.0,0.5979,13,0,0.0,
b2,C06,2,complex,500,steady,4250.46,0.0,0.5979,20,0,0.0,
b2,C06,3,complex,500,steady,4055.17,0.0,0.5979,15,0,0.0,
b2,C06,4,complex,500,steady,3813.7,0.0,0.5979,15,0,0.0,
b2,C07,0,complex,200,fault-HA,3718.72,0.0,0.4291,13,0,0.0,
b2,C07,1,complex,200,fault-HA,3734.37,0.0,0.4291,18,0,0.2,
b2,C07,2,complex,200,fault-HA,3937.59,0.0,0.4291,18,0,0.0,
b2,C07,3,complex,200,fault-HA,3977.67,0.0,0.4291,18,0,0.0,
b2,C07,4,complex,200,fault-HA,3743.98,0.0,0.4291,20,0,0.0,
b2,C08,0,complex,500,steady,3907.21,0.0,0.5737,14,0,0.0,
b2,C08,1,complex,500,steady,3662.74,0.0,0.5737,17,0,0.0,
b2,C08,2,complex,500,steady,3896.84,0.0,0.5737,16,0,0.0,
b2,C08,3,complex,500,steady,4168.56,0.0,0.5737,18,0,0.0,
b2,C08,4,complex,500,steady,4046.8,0.0,0.5737,17,0,0.0,
b2,C09,0,complex,50,steady,3820.39,0.0,0.0,18,0,0.0,
b2,C09,1,complex,50,steady,3979.8,0.0,0.0,16,0,0.0,
b2,C09,2,complex,50,steady,4262.12,0.0,0.0,16,0,0.0,
b2,C09,3,complex,50,steady,4007.94,0.0,0.0,13,0,0.0,
b2,C09,4,complex,50,steady,4093.59,0.0,0.0,18,0,0.0,
b2,N09,0,complex,200,bursty-headroom,4197.7,0.0,0.0,21,0,0.2,
b2,N09,1,complex,200,bursty-headroom,3651.74,0.0,0.0,20,0,0.0,
b2,N09,2,complex,200,bursty-headroom,4021.76,0.0,0.0,20,0,0.0,
b2,N09,3,complex,200,bursty-headroom,4009.0,0.0,0.0,15,0,0.0,
b2,N09,4,complex,200,bursty-headroom,3820.53,0.0,0.0,16,0,0.0,
b2,N10,0,complex,200,sinusoidal-autoscale,3812.54,0.0,0.0,19,0,0.0,
b2,N10,1,complex,200,sinusoidal-autoscale,3607.09,0.0,0.0,20,0,0.0,
b2,N10,2,complex,200,sinusoidal-autoscale,3664.11,0.0,0.0,13,0,0.0,
b2,N10,3,complex,200,sinusoidal-autoscale,3832.19,0.0,0.0,20,0,0.0,
b2,N10,4,complex,200,sinusoidal-autoscale,3911.46,0.0,0.0,19,0,0.0,
b2,N11,0,complex,500,sinusoidal-autoscale,4131.18,0.0,0.2412,21,0,0.0,
b2,N11,1,complex,500,sinusoidal-autoscale,3446.64,0.0,0.2412,18,0,0.0,
b2,N11,2,complex,500,sinusoidal-autoscale,4024.24,0.0,0.2412,16,0,0.0,
b2,N11,3,complex,500,sinusoidal-autoscale,4015.26,0.0,0.2412,21,0,0.0,
b2,N11,4,complex,500,sinusoidal-autoscale,3780.05,0.0,0.2412,19,0,0.0,
b3,S01,0,simple,50,steady,0.0,0.0,0.7954,0,0,0.0,
b3,S01,1,simple,50,steady,0.0,0.0,0.7954,0,0,0.0,
b3,S01,2,simple,50,steady,0.0,0.0,0.7954,0,0,0.0,
b3,S01,3,simple,50,steady,0.0,0.0,0.7954,0,0,0.0,
b3,S01,4,simple,50,steady,0.0,0.0,0.7954,0,0,0.0,
b3,S02,0,simple,200,steady,0.0,0.0,0.0541,0,0,0.0,
b3,S02,1,simple,200,steady,0.0,0.0,0.0541,0,0,0.0,
b3,S02,2,simple,200,steady,0.0,0.0,0.0541,0,0,0.0,
b3,S02,3,simple,200,steady,0.0,0.0,0.0541,0,0,0.0,
b3,S02,4,simple,200,steady,0.0,0.0,0.0541,0,0,0.0,
b3,S03,0,simple,50,steady,0.0,0.0,0.8084,0,0,0.0,
b3,S03,1,simple,50,steady,0.0,0.0,0.8084,0,0,0.0,
b3,S03,2,simple,50,steady,0.0,0.0,0.8084,0,0,0.0,
b3,S03,3,simple,50,steady,0.0,0.0,0.8084,0,0,0.0,
b3,S03,4,simple,50,steady,0.0,0.0,0.8084,0,0,0.0,
b3,S04,0,simple,50,steady,0.0,0.0,0.7954,0,0,0.0,
b3,S04,1,simple,50,steady,0.0,0.0,0.7954,0,0,0.0,
b3,S04,2,simple,50,steady,0.0,0.0,0.7954,0,0,0.0,
b3,S04,3,simple,50,steady,0.0,0.0,0.7954,0,0,0.0,
b3,S04,4,simple,50,steady,0.0,0.0,0.7954,0,0,0.0,
b3,S05,0,simple,200,steady,0.0,0.0,0.1821,0,0,0.0,
b3,S05,1,simple,200,steady,0.0,0.0,0.1821,0,0,0.0,
b3,S05,2,simple,200,steady,0.0,0.0,0.1821,0,0,0.0,
b3,S05,3,simple,200,steady,0.0,0.0,0.1821,0,0,0.0,
b3,S05,4,simple,200,steady,0.0,0.0,0.1821,0,0,0.0,
b3,S06,0,simple,50,steady,0.0,0.0,0.8109,0,0,0.0,
b3,S06,1,simple,50,steady,0.0,0.0,0.8109,0,0,0.0,
b3,S06,2,simple,50,steady,0.0,0.0,0.8109,0,0,0.0,
b3,S06,3,simple,50,steady,0.0,0.0,0.8109,0,0,0.0,
b3,S06,4,simple,50,steady,0.0,0.0,0.8109,0,0,0.0,
b3,N01,0,simple,500,steady,0.0,0.0,0.0,0,0,0.0,
b3,N01,1,simple,500,steady,0.0,0.0,0.0,0,0,0.0,
b3,N01,2,simple,500,steady,0.0,0.0,0.0,0,0,0.0,
b3,N01,3,simple,500,steady,0.0,0.0,0.0,0,0,0.0,
b3,N01,4,simple,500,steady,0.0,0.0,0.0,0,0,0.0,
b3,M01,0,medium,500,steady,0.0,0.0,0.0,0,0,0.0,
b3,M01,1,medium,500,steady,0.0,0.0,0.0,0,0,0.0,
b3,M01,2,medium,500,steady,0.0,0.0,0.0,0,0,0.0,
b3,M01,3,medium,500,steady,0.0,0.0,0.0,0,0,0.0,
b3,M01,4,medium,500,steady,0.0,0.0,0.0,0,0,0.0,
b3,M02,0,medium,200,steady,0.0,0.0,0.282,1,0,0.0,
b3,M02,1,medium,200,steady,0.0,0.0,0.282,1,0,0.0,
b3,M02,2,medium,200,steady,0.0,0.0,0.282,1,0,0.0,
b3,M02,3,medium,200,steady,0.0,0.0,0.282,1,0,0.0,
b3,M02,4,medium,200,steady,0.0,0.0,0.282,1,0,0.0,
b3,M03,0,medium,500,fault-HA,0.0,0.0,0.4239,0,0,0.0,
b3,M03,1,medium,500,fault-HA,0.0,0.0,0.4239,0,0,0.0,
b3,M03,2,medium,500,fault-HA,0.0,0.0,0.4239,0,0,0.0,
b3,M03,3,medium,500,fault-HA,0.0,0.0,0.4239,0,0,0.0,
b3,M03,4,medium,500,fault-HA,0.0,0.0,0.4239,0,0,0.0,
b3,M04,0,medium,500,steady,0.0,0.0,0.2101,0,0,0.0,
b3,M04,1,medium,500,steady,0.0,0.0,0.2101,0,0,0.0,
b3,M04,2,medium,500,steady,0.0,0.0,0.2101,0,0,0.0,
b3,M04,3,medium,500,steady,0.0,0.0,0.2101,0,0,0.0,
b3,M04,4,medium,500,steady,0.0,0.0,0.2101,0,0,0.0,
b3,M05,0,medium,500,steady,0.0,0.0,0.399,0,0,0.0,
b3,M05,1,medium,500,steady,0.0,0.0,0.399,0,0,0.0,
b3,M05,2,medium,500,steady,0.0,0.0,0.399,0,0,0.0,
b3,M05,3,medium,500,steady,0.0,0.0,0.399,0,0,0.0,
b3,M05,4,medium,500,steady,0.0,0.0,0.399,0,0,0.0,
b3,M06,0,medium,200,fault-HA,0.0,0.0,0.6522,0,0,0.0,
b3,M06,1,medium,200,fault-HA,0.0,0.0,0.6522,0,0,0.0,
b3,M06,2,medium,200,fault-HA,0.0,0.0,0.6522,0,0,0.0,
b3,M06,3,medium,200,fault-HA,0.0,0.0,0.6522,0,0,0.0,
b3,M06,4,medium,200,fault-HA,0.0,0.0,0.6522,0,0,0.0,
b3,M07,0,medium,200,steady,0.0,0.0,0.1236,1,0,0.0,
b3,M07,1,medium,200,steady,0.0,0.0,0.1236,1,0,0.0,
b3,M07,2,medium,200,steady,0.0,0.0,0.1236,1,0,0.0,
b3,M07,3,medium,200,steady,0.0,0.0,0.1236,1,0,0.0,
b3,M07,4,medium,200,steady,0.0,0.0,0.1236,1,0,0.0,
b3,M08,0,medium,500,bursty-headroom,0.0,0.0,0.4973,0,0,0.0,
b3,M08,1,medium,500,bursty-headroom,0.0,0.0,0.4973,0,0,0.0,
b3,M08,2,medium,500,bursty-headroom,0.0,0.0,0.4973,0,0,0.0,
b3,M08,3,medium,500,bursty-headroom,0.0,0.0,0.4973,0,0,0.0,
b3,M08,4,medium,500,bursty-headroom,0.0,0.0,0.4973,0,0,0.0,
b3,M09,0,medium,200,steady,0.0,0.0,0.1815,0,0,0.0,
b3,M09,1,medium,200,steady,0.0,0.0,0.1815,0,0,0.0,
b3,M09,2,medium,200,steady,0.0,0.0,0.1815,0,0,0.0,
b3,M09,3,medium,200,steady,0.0,0.0,0.1815,0,0,0.0,
b3,M09,4,medium,200,steady,0.0,0.0,0.1815,0,0,0.0,
b3,M10,0,medium,200,steady,0.0,0.0,0.2842,1,0,0.0,
b3,M10,1,medium,200,steady,0.0,0.0,0.2842,1,0,0.0,
b3,M10,2,medium,200,steady,0.0,0.0,0.2842,1,0,0.0,
b3,M10,3,medium,200,steady,0.0,0.0,0.2842,1,0,0.0,
b3,M10,4,medium,200,steady,0.0,0.0,0.2842,1,0,0.0,
b3,N02,0,medium,50,steady,0.0,0.0,0.8089,0,0,0.0,
b3,N02,1,medium,50,steady,0.0,0.0,0.8089,0,0,0.0,
b3,N02,2,medium,50,steady,0.0,0.0,0.8089,0,0,0.0,
b3,N02,3,medium,50,steady,0.0,0.0,0.8089,0,0,0.0,
b3,N02,4,medium,50,steady,0.0,0.0,0.8089,0,0,0.0,
b3,N03,0,medium,200,bursty-headroom,0.0,0.0,0.1821,0,0,0.0,
b3,N03,1,medium,200,bursty-headroom,0.0,0.0,0.1821,0,0,0.0,
b3,N03,2,medium,200,bursty-headroom,0.0,0.0,0.1821,0,0,0.0,
b3,N03,3,medium,200,bursty-headroom,0.0,0.0,0.1821,0,0,0.0,
b3,N03,4,medium,200,bursty-headroom,0.0,0.0,0.1821,0,0,0.0,
b3,N04,0,medium,500,sinusoidal-autoscale,0.0,0.0,0.0,0,0,0.0,
b3,N04,1,medium,500,sinusoidal-autoscale,0.0,0.0,0.0,0,0,0.0,
b3,N04,2,medium,500,sinusoidal-autoscale,0.0,0.0,0.0,0,0,0.0,
b3,N04,3,medium,500,sinusoidal-autoscale,0.0,0.0,0.0,0,0,0.0,
b3,N04,4,medium,500,sinusoidal-autoscale,0.0,0.0,0.0,0,0,0.0,
b3,N05,0,medium,200,sinusoidal-autoscale,0.0,0.0,0.1815,0,0,0.0,
b3,N05,1,medium,200,sinusoidal-autoscale,0.0,0.0,0.1815,0,0,0.0,
b3,N05,2,medium,200,sinusoidal-autoscale,0.0,0.0,0.1815,0,0,0.0,
b3,N05,3,medium,200,sinusoidal-autoscale,0.0,0.0,0.1815,0,0,0.0,
b3,N05,4,medium,200,sinusoidal-autoscale,0.0,0.0,0.1815,0,0,0.0,
b3,N06,0,medium,50,fault-HA,0.0,0.0,0.6336,1,0,0.0,
b3,N06,1,medium,50,fault-HA,0.0,0.0,0.6336,1,0,0.0,
b3,N06,2,medium,50,fault-HA,0.0,0.0,0.6336,1,0,0.0,
b3,N06,3,medium,50,fault-HA,0.0,0.0,0.6336,1,0,0.0,
b3,N06,4,medium,50,fault-HA,0.0,0.0,0.6336,1,0,0.0,
b3,N07,0,medium,500,bursty-headroom,0.0,0.0,0.0,1,0,0.0,
b3,N07,1,medium,500,bursty-headroom,0.0,0.0,0.0,1,0,0.0,
b3,N07,2,medium,500,bursty-headroom,0.0,0.0,0.0,1,0,0.0,
b3,N07,3,medium,500,bursty-headroom,0.0,0.0,0.0,1,0,0.0,
b3,N07,4,medium,500,bursty-headroom,0.0,0.0,0.0,1,0,0.0,
b3,N08,0,medium,200,fault-HA,0.0,0.0,0.6871,0,0,0.0,
b3,N08,1,medium,200,fault-HA,0.0,0.0,0.6871,0,0,0.0,
b3,N08,2,medium,200,fault-HA,0.0,0.0,0.6871,0,0,0.0,
b3,N08,3,medium,200,fault-HA,0.0,0.0,0.6871,0,0,0.0,
b3,N08,4,medium,200,fault-HA,0.0,0.0,0.6871,0,0,0.0,
b3,C01,0,complex,500,fault-HA,0.0,0.0,0.1262,1,0,0.0,
b3,C01,1,complex,500,fault-HA,0.0,0.0,0.1262,1,0,0.0,
b3,C01,2,complex,500,fault-HA,0.0,0.0,0.1262,1,0,0.0,
b3,C01,3,complex,500,fault-HA,0.0,0.0,0.1262,1,0,0.0,
b3,C01,4,complex,500,fault-HA,0.0,0.0,0.1262,1,0,0.0,
b3,C02,0,complex,500,steady,0.0,0.0,0.5324,1,0,0.0,
b3,C02,1,complex,500,steady,0.0,0.0,0.5324,1,0,0.0,
b3,C02,2,complex,500,steady,0.0,0.0,0.5324,1,0,0.0,
b3,C02,3,complex,500,steady,0.0,0.0,0.5324,1,0,0.0,
b3,C02,4,complex,500,steady,0.0,0.0,0.5324,1,0,0.0,
b3,C03,0,complex,200,fault-HA,0.0,0.0,0.7346,1,0,0.0,
b3,C03,1,complex,200,fault-HA,0.0,0.0,0.7346,1,0,0.0,
b3,C03,2,complex,200,fault-HA,0.0,0.0,0.7346,1,0,0.0,
b3,C03,3,complex,200,fault-HA,0.0,0.0,0.7346,1,0,0.0,
b3,C03,4,complex,200,fault-HA,0.0,0.0,0.7346,1,0,0.0,
b3,C04,0,complex,200,steady,0.0,0.0,0.1236,1,0,0.0,
b3,C04,1,complex,200,steady,0.0,0.0,0.1236,1,0,0.0,
b3,C04,2,complex,200,steady,0.0,0.0,0.1236,1,0,0.0,
b3,C04,3,complex,200,steady,0.0,0.0,0.1236,1,0,0.0,
b3,C04,4,complex,200,steady,0.0,0.0,0.1236,1,0,0.0,
b3,C05,0,complex,500,bursty-headroom,0.0,0.0,0.4405,1,0,0.0,
b3,C05,1,complex,500,bursty-headroom,0.0,0.0,0.4405,1,0,0.0,
b3,C05,2,complex,500,bursty-headroom,0.0,0.0,0.4405,1,0,0.0,
b3,C05,3,complex,500,bursty-headroom,0.0,0.0,0.4405,1,0,0.0,
b3,C05,4,complex,500,bursty-headroom,0.0,0.0,0.4405,1,0,0.0,
b3,C06,0,complex,500,steady,0.0,0.0,0.0,1,0,0.0,
b3,C06,1,complex,500,steady,0.0,0.0,0.0,1,0,0.0,
b3,C06,2,complex,500,steady,0.0,0.0,0.0,1,0,0.0,
b3,C06,3,complex,500,steady,0.0,0.0,0.0,1,0,0.0,
b3,C06,4,complex,500,steady,0.0,0.0,0.0,1,0,0.0,
b3,C07,0,complex,200,fault-HA,0.0,0.0,0.5822,1,0,0.0,
b3,C07,1,complex,200,fault-HA,0.0,0.0,0.5822,1,0,0.0,
b3,C07,2,complex,200,fault-HA,0.0,0.0,0.5822,1,0,0.0,
b3,C07,3,complex,200,fault-HA,0.0,0.0,0.5822,1,0,0.0,
b3,C07,4,complex,200,fault-HA,0.0,0.0,0.5822,1,0,0.0,
b3,C08,0,complex,500,steady,0.0,0.0,0.0,1,0,0.0,
b3,C08,1,complex,500,steady,0.0,0.0,0.0,1,0,0.0,
b3,C08,2,complex,500,steady,0.0,0.0,0.0,1,0,0.0,
b3,C08,3,complex,500,steady,0.0,0.0,0.0,1,0,0.0,
b3,C08,4,complex,500,steady,0.0,0.0,0.0,1,0,0.0,
b3,C09,0,complex,50,steady,0.0,0.0,0.8084,0,0,0.0,
b3,C09,1,complex,50,steady,0.0,0.0,0.8084,0,0,0.0,
b3,C09,2,complex,50,steady,0.0,0.0,0.8084,0,0,0.0,
b3,C09,3,complex,50,steady,0.0,0.0,0.8084,0,0,0.0,
b3,C09,4,complex,50,steady,0.0,0.0,0.8084,0,0,0.0,
b3,N09,0,complex,200,bursty-headroom,0.0,0.0,0.1607,1,0,0.0,
b3,N09,1,complex,200,bursty-headroom,0.0,0.0,0.1607,1,0,0.0,
b3,N09,2,complex,200,bursty-headroom,0.0,0.0,0.1607,1,0,0.0,
b3,N09,3,complex,200,bursty-headroom,0.0,0.0,0.1607,1,0,0.0,
b3,N09,4,complex,200,bursty-headroom,0.0,0.0,0.1607,1,0,0.0,
b3,N10,0,complex,200,sinusoidal-autoscale,0.0,0.0,0.1821,1,0,0.0,
b3,N10,1,complex,200,sinusoidal-autoscale,0.0,0.0,0.1821,1,0,0.0,
b3,N10,2,complex,200,sinusoidal-autoscale,0.0,0.0,0.1821,1,0,0.0,
b3,N10,3,complex,200,sinusoidal-autoscale,0.0,0.0,0.1821,1,0,0.0,
b3,N10,4,complex,200,sinusoidal-autoscale,0.0,0.0,0.1821,1,0,0.0,
b3,N11,0,complex,500,sinusoidal-autoscale,0.0,0.0,0.0,1,0,0.0,
b3,N11,1,complex,500,sinusoidal-autoscale,0.0,0.0,0.0,1,0,0.0,
